Customer_ID,Product_Description,Product_Category,Quantity,Unit_Price,Delivery_Charges,Coupon,Discount_Rate
15046,Google Women's Vintage Hero Tee Black,Apparel,2,5.7,6.0,,30.0
13764,Nest Cam Indoor Security Camera - USA,Nest-USA,3,119.0,6.0,,10.0
12748,Google Women's Vintage Hero Tee Lavender,Apparel,1,10.63,6.0,,
14573,Ballpoint Pen Blue,Office,206,0.79,50.74,,10.0
15415,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,119.0,6.5,,
14606,Google Men's Watershed Full Zip Hoodie Grey,Apparel,1,55.0,106.0,SALE20,20.0
14256,Google Metallic Notebook Set,Office,3,5.99,6.0,,
14713,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149.0,6.0,ELEC30,30.0
14221,Spiral Notebook and Pen Set,Office,100,3.35,156.3,,10.0
14479,Google Men's Short Sleeve Performance Badge Tee Charcoal,Apparel,1,30.79,6.0,,10.0
17198,Keyboard DOT Sticker,Office,3,1.2,6.0,OFF10,10.0
17884,Google Twill Cap,Apparel,1,8.96,6.5,,30.0
14659,Google Men's Performance 1/4 Zip Pullover Heather/Black,Apparel,1,22.0,6.0,SALE20,
17019,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,1,16.99,6.5,,
16222,Google Women's Long Sleeve Tee Lavender,Apparel,2,4.8,13.75,,10.0
12867,Android Men's Engineer Short Sleeve Tee Charcoal,Apparel,1,19.99,6.0,,30.0
13527,Red Shine 15 oz Mug,Drinkware,2,10.39,6.0,EXTRA30,30.0
12347,Google Men's Lightweight Microfleece Jacket Black,Apparel,1,59.99,6.5,,30.0
15044,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119.0,6.0,,30.0
13174,YouTube Spiral Journal with Pen,Notebooks & Journals,1,9.99,6.5,,
14776,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149.0,6.5,,20.0
16746,Android Rise 14 oz Mug,Drinkware,1,10.39,6.5,,30.0
15880,Galaxy Screen Cleaning Cloth,Office,25,1.99,6.5,OFF20,20.0
16775,Google Twill Cap,Apparel,1,10.99,6.5,,30.0
14729,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,,10.0
15640,Google Men's 100% Cotton Short Sleeve Hero Tee White,Apparel,2,13.59,12.99,SALE10,10.0
12577,Google Women's Yoga Jacket Black,Apparel,1,58.79,6.0,,
12748,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2,79.0,6.5,ELEC30,30.0
15808,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149.0,6.0,,20.0
17059,Android Rise 14 oz Mug,Drinkware,1,12.99,6.5,,20.0
14665,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1,151.88,6.5,,30.0
17841,Google 22 oz Water Bottle,Drinkware,5,2.99,6.0,EXTRA30,30.0
17284,Google Men's Short Sleeve Performance Badge Tee Pewter,Apparel,1,8.8,6.0,SALE20,20.0
16713,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Apparel,1,16.99,6.5,SALE10,10.0
14215,Google Stylus Pen w/ LED Light,Office,20,4.4,6.5,,20.0
13506,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149.0,6.0,,20.0
16843,Red Shine 15 oz Mug,Drinkware,1,10.39,6.0,EXTRA30,30.0
12748,25L Classic Rucksack,Backpacks,1,99.99,6.5,,
15532,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,119.0,12.99,ELEC30,30.0
14396,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149.0,6.5,,20.0
13491,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1,80.52,19.99,,
12472,YouTube Women's Fleece Hoodie Black,Apparel,1,11.2,6.0,SALE10,10.0
13764,Android Men's Long & Lean Badge Tee Charcoal,Apparel,2,6.0,6.0,SALE10,10.0
13110,Google Tee Blue,Apparel,1,17.93,6.5,,30.0
16904,Nest Cam Outdoor Security Camera - USA,Nest-USA,3,119.0,6.0,ELEC30,
17976,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,2,102.13,6.5,,10.0
13093,Galaxy Screen Cleaning Cloth,Office,20,1.99,6.0,,
17567,Google Insulated Stainless Steel Bottle,Drinkware,1,16.5,6.5,EXTRA10,10.0
17069,Google Men's Short Sleeve Hero Tee Light Blue,Apparel,1,15.19,6.0,,
18118,Google Men's Short Sleeve Hero Tee Charcoal,Apparel,2,13.29,19.99,SALE30,30.0
13983,Waze Men's Typography Short Sleeve Tee,Waze,1,15.19,18.12,,30.0
15203,Google Twill Cap,Apparel,4,8.96,6.5,,30.0
16916,Engraved Ceramic Google Mug,Drinkware,1,9.27,6.5,EXTRA10,10.0
12413,Suitcase Organizer Cubes,Bags,50,12.31,14.25,,10.0
15311,20 oz Stainless Steel Insulated Tumbler,Drinkware,1,19.99,6.0,,20.0
17968,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,,10.0
15415,Nest Thermostat E - USA,Nest,1,99.0,6.5,,20.0
13313,Google Youth Short Sleeve Tee Red,Apparel,1,15.19,6.0,SALE10,10.0
15194,Google Alpine Style Backpack,Bags,1,101.92,6.0,,30.0
16411,Google Hard Cover Journal,Notebooks & Journals,1,14.99,6.5,,20.0
15514,Google Women's Fleece Hoodie,Apparel,1,44.79,12.48,,20.0
13694,Google Men's Vintage Badge Tee Sage,Apparel,1,4.56,6.0,,20.0
16676,Android Stretch Fit Hat M/L,Headgear,1,8.8,6.0,,10.0
13473,Bottle Opener Clip,Drinkware,10,3.5,6.0,,20.0
18004,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149.0,6.0,,20.0
13599,Google Infant Zip Hood Royal Blue,Apparel,1,30.39,6.5,SALE30,30.0
15983,Android Men's Short Sleeve Hero Tee Heather,Apparel,1,10.63,6.0,,20.0
18198,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,151.88,6.5,,
17243,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119.0,6.5,,
17238,Maze Pen,Office,30,0.99,6.5,,20.0
13767,Google Men's Bike Short Sleeve Tee Charcoal,Apparel,1,15.99,6.5,,20.0
16550,Google Men's Quilted Insulated Vest Black,Apparel,1,74.99,6.5,,
14985,Google Sunglasses,Lifestyle,1,2.8,6.0,,30.0
15464,Google Sunglasses,Lifestyle,15,3.5,6.0,EXTRA10,10.0
15024,Android Women's Short Sleeve Tri-blend Badge Tee Light Blue,Apparel,1,15.19,15.75,,
13078,Google Men's Vintage Tank,Apparel,1,11.75,6.0,SALE30,
12501,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119.0,6.0,,20.0
14527,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,119.0,6.0,,10.0
17954,Google Women's Short Sleeve Badge Tee Grey,Apparel,2,4.08,6.0,SALE30,30.0
13117,Google Men's Long Sleeve Pullover Badge Tee Heather,Apparel,1,36.1,6.5,,10.0
14161,Engraved Ceramic Google Mug,Drinkware,1,4.99,6.48,,20.0
15192,Ballpoint Pen Blue,Office,80,0.79,19.99,,
12433,Leatherette Journal,Office,88,10.95,422.24,,10.0
13168,Maze Pen,Office,150,0.79,19.99,,10.0
17320,Android Men's Paradise Short Sleeve Tee Olive,Android,1,19.99,44.06,,
17525,YouTube Leatherette Notebook Combo,Office,2,6.99,12.99,,30.0
14911,YouTube Women's Short Sleeve Hero Tee Charcoal,Apparel,1,15.19,6.0,SALE10,
12441,Nest Protect Smoke + CO Black Wired Alarm-USA,Nest-USA,2,99.0,6.5,,30.0
17848,Google Men's Vintage Badge Tee White,Apparel,2,4.56,6.0,,20.0
13165,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149.0,6.0,,10.0
13187,Google Men's Short Sleeve Badge Tee Charcoal,Apparel,1,10.63,13.38,,20.0
15159,Google Men's Short Sleeve Performance Badge Tee Pewter,Apparel,1,15.39,6.0,,
17180,Google Infant Short Sleeve Tee Red,Apparel,1,13.59,6.0,SALE20,
12681,Google Kick Ball,Lifestyle,2,1.99,30.0,,10.0
17811,Google Hard Cover Journal,Notebooks & Journals,2,11.99,19.02,,20.0
14298,Google Lunch Bag,Bags,1,13.99,6.0,,20.0
17884,Google Canvas Tote Natural/Navy,Bags,9,12.79,14.25,,30.0
15058,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,151.88,6.5,,30.0
17062,Google Womens 3/4 Sleeve Baseball Raglan Heather/Black,Apparel,1,15.99,6.0,SALE30,30.0
16098,Google Toddler 1/4 Zip Fleece Pewter,Apparel,1,31.35,6.5,,
14541,Nest Cam IQ - USA,Nest,3,199.0,48.59,NE20,20.0
15574,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,,
17884,Google Tee Blue,Apparel,1,22.41,6.0,,30.0
18239,Nest Cam IQ - USA,Nest,2,199.0,6.0,,10.0
17841,YouTube Men's Short Sleeve Hero Tee Black,Apparel,1,16.99,6.5,SALE20,20.0
17515,Google Men's Short Sleeve Badge Tee Charcoal,Apparel,1,3.8,6.0,,
13089,23 oz Wide Mouth Sport Bottle,Drinkware,3,10.99,6.5,,20.0
12539,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,3,79.0,6.0,,20.0
12553,Google Women's Vintage Hero Tee Black,Apparel,1,5.7,6.0,SALE20,20.0
16931,Gunmetal Roller Ball Pen,Office,1,11.19,6.0,,30.0
15570,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149.0,6.5,,
15858,Android BTTF Moonshot Graphic Tee,Apparel,3,15.99,6.5,SALE30,
17809,22 oz Android Bottle,Bottles,20,2.99,6.5,,
13569,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,119.0,6.5,ELEC30,30.0
14606,Android Men's Outerstellar Short Sleeve Tee Black,Apparel,1,15.99,6.0,,20.0
12779,Nest Secure Alarm System Starter Pack - USA,Nest,1,355.74,6.5,NE30,
16161,Waze Mood Ninja Window Decal,Waze,1,1.59,6.5,WEMP20,20.0
15421,Android Women's Peace Tee Black,Apparel,1,22.41,6.0,SALE30,30.0
15311,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119.0,12.99,ELEC10,10.0
16923,Nest Cam Indoor Security Camera - USA,Nest-USA,2,119.0,6.0,ELEC20,20.0
13764,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1,79.0,6.0,,
15514,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119.0,6.0,,
16713,Google Blackout Cap,Headgear,1,18.99,6.0,,10.0
13497,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119.0,6.5,,30.0
12744,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,199.0,19.99,,
14194,8 pc Android Sticker Sheet,Office,4,1.62,6.5,,30.0
14161,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149.0,6.5,,
14577,Google Men's Vintage Badge Tee Black,Apparel,1,13.29,6.0,,20.0
16684,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1,80.52,12.99,ELEC30,
14205,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,119.0,6.0,ELEC10,
17841,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119.0,6.0,ELEC10,10.0
16725,Google Youth Baseball Raglan Heather/Black,Apparel,2,19.99,51.99,SALE10,
12748,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,4,79.0,6.0,ELEC20,20.0
12681,Google Onesie Red/Graphite,Apparel,1,19.19,6.0,,20.0
15464,YouTube Men's Fleece Hoodie Black,Apparel,3,31.35,6.5,,10.0
17277,Android Onesie Gold,Apparel,1,19.19,6.0,,10.0
18041,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,119.0,6.0,,
15570,Red Shine 15 oz Mug,Drinkware,1,10.39,6.0,,30.0
17314,Google Protector Tee Navy,Apparel,1,16.3,6.5,SALE30,30.0
13552,8 pc Android Sticker Sheet,Office,15,1.59,6.5,,
14472,Google Women's Vintage Hero Tee Black,Apparel,2,5.7,12.99,,20.0
14462,Nest Thermostat E - USA,Nest,2,100.91,6.5,,30.0
15881,Google Men's Short Sleeve Performance Badge Tee Pewter,Apparel,1,15.39,6.0,,10.0
14320,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,119.0,6.0,,20.0
17450,YouTube Men's Vintage Tank,Apparel,1,11.75,12.99,,
17085,Google Men's Short Sleeve Hero Tee Charcoal,Apparel,1,18.99,6.0,,20.0
17884,Google Rucksack,Bags,1,57.07,6.5,,
17841,Google Men's Vintage Badge Tee White,Apparel,1,10.63,19.99,,30.0
15615,Google Men's Bike Short Sleeve Tee Charcoal,Apparel,1,15.99,6.0,,20.0
15719,Android RFID Journal,Notebooks & Journals,1,4.8,6.0,,
14135,Maze Pen,Office,1,0.99,6.0,OFF10,10.0
15880,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1,79.0,6.5,ELEC20,
13742,26 oz Double Wall Insulated Bottle,Drinkware,20,19.99,36.06,,
13408,Google Women's Short Sleeve Hero Tee Heather,Apparel,1,18.99,6.0,,10.0
18179,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119.0,6.0,ELEC30,30.0
12652,Google RFID Journal,Notebooks & Journals,2,4.8,6.0,,
15235,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1,80.52,12.99,ELEC30,
15640,YouTube Twill Cap,Apparel,1,10.99,6.0,SALE20,20.0
17735,Nest Thermostat E - USA,Nest,1,99.0,6.0,,
15213,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1,79.0,19.99,,
14146,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119.0,6.0,,20.0
13488,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1,151.88,6.5,,30.0
14796,Android Toddler Short Sleeve T-shirt Pink,Apparel,1,13.59,6.5,SALE30,30.0
14606,Foam Can and Bottle Cooler,Drinkware,4,1.59,11.1,,30.0
16033,Google Women's Vintage Hero Tee White,Apparel,1,10.63,6.0,SALE10,10.0
12712,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,149.0,6.5,,20.0
15394,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149.0,6.0,,30.0
16241,Google Twill Cap,Apparel,1,10.99,6.5,SALE20,
15061,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149.0,6.0,ELEC30,30.0
12681,Windup Android,Lifestyle,4,3.99,12.99,,10.0
14415,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119.0,6.0,,
12433,Crunch Noise Dog Toy,Lifestyle,1,4.99,6.5,EXTRA10,10.0
17180,Waze Men's Short Sleeve Tee,Waze,1,18.99,6.0,,20.0
15311,Android Toddler Short Sleeve T-shirt Pewter,Apparel,12,16.99,6.0,,10.0
13048,Ballpoint LED Light Pen,Office,350,2.0,12.91,OFF30,
13093,Gift Card- $100.00,Gift Cards,1,100.0,0.0,GC30,30.0
12502,Nest Thermostat E - USA,Nest,1,100.91,12.99,NE30,
14667,Google Pet Feeding Mat,Lifestyle,1,6.99,6.0,,10.0
15311,Google Women's Short Sleeve Badge Tee Grey,Apparel,1,3.47,6.5,,30.0
15296,Nest Cam IQ - USA,Nest,5,199.0,6.0,,30.0
16306,Badge Holder,Office,1,1.59,6.0,OFF20,20.0
15858,Android Men's Pep Rally Short Sleeve Tee Navy,Apparel,1,15.99,6.5,,30.0
13615,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,149.0,6.0,,10.0
13174,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,119.0,6.5,ELEC30,
17551,Google Leather Perforated Journal,Notebooks & Journals,1,25.19,30.92,,30.0
17787,Electronics Accessory Pouch,Bags,1,3.99,6.5,,
17757,Google Men's Bike Short Sleeve Tee Charcoal,Apparel,1,15.99,6.0,,20.0
13408,Google Alpine Style Backpack,Bags,1,82.52,35.96,,10.0
13767,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,3,79.0,6.0,,
16775,Google Men's Watershed Full Zip Hoodie Grey,Apparel,1,61.59,6.5,,30.0
15862,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,ELEC10,10.0
14419,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2,79.0,6.0,ELEC10,10.0
14911,Android Men's Engineer Short Sleeve Tee Charcoal,Apparel,1,19.99,6.5,SALE30,
15002,Nest Cam Indoor Security Camera - USA,Nest-USA,2,119.0,6.0,,10.0
15673,Google Sunglasses,Lifestyle,10,2.8,14.96,,
17365,Google Men's Vintage Badge Tee Black,Apparel,1,7.6,6.0,,
17869,Ballpoint LED Light Pen,Office,1,2.5,6.5,OFF30,
13815,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,119.0,6.0,,10.0
15503,Google Blackout Cap,Headgear,1,15.19,6.0,,
12836,Sport Bag,Bags,10,4.07,20.85,,30.0
12471,Windup Android,Lifestyle,1,3.25,6.5,EXTRA30,30.0
14606,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1,79.0,12.99,ELEC10,
15719,Nest Cam Indoor Security Camera - USA,Nest-USA,1,121.3,6.5,,30.0
13742,22 oz YouTube Bottle Infuser,Bottles,1,2.5,6.0,,10.0
13802,Waze Mobile Phone Vent Mount,Waze,1,7.12,6.0,WEMP30,30.0
17965,Suitcase Organizer Cubes,Bags,1,12.31,6.0,,20.0
12645,Android Rise 14 oz Mug,Drinkware,1,12.99,6.0,EXTRA20,20.0
15570,BLM Sweatshirt,Apparel,4,33.59,6.0,SALE20,
17555,Google Hard Cover Journal,Notebooks & Journals,1,14.99,12.99,NJ20,20.0
13982,Google Men's Long & Lean Tee Charcoal,Apparel,1,6.0,6.0,,30.0
12947,Google Men's Short Sleeve Hero Tee Charcoal,Apparel,1,13.29,6.0,,20.0
16222,Google Women's Short Sleeve Hero Tee Black,Apparel,5,13.59,13.75,,10.0
12838,Engraved Ceramic Google Mug,Drinkware,1,7.42,12.76,,10.0
12724,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,119.0,6.0,ELEC20,20.0
17402,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,2,79.0,6.5,ELEC20,20.0
15351,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119.0,6.5,,
14606,Google Men's Short Sleeve Performance Badge Tee Pewter,Apparel,1,17.59,15.75,SALE30,
12433,Google Men's  Zip Hoodie,Apparel,1,46.21,6.5,,10.0
16665,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119.0,6.0,,20.0
12854,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119.0,6.0,,10.0
13233,Google Women's Quilted Insulated Vest Black,Apparel,1,59.99,6.0,SALE20,20.0
14587,Google Women's Vintage Hero Tee Black,Apparel,1,5.7,6.0,,20.0
17017,Google Men's Vintage Badge Tee Black,Apparel,1,10.63,6.0,,
14040,YouTube Men's Short Sleeve Hero Tee  White,Apparel,1,9.51,6.0,SALE20,20.0
16409,Google Women's Short Sleeve Performance Tee Charcoal,Apparel,1,11.0,6.0,,
13668,YouTube Men's Long & Lean Tee Charcoal,Apparel,1,8.0,6.0,,20.0
17722,Google Women's Short Sleeve Hero Tee Black,Apparel,1,16.99,44.06,SALE10,10.0
14646,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1,79.0,6.0,ELEC10,10.0
16612,Google Large Standard Journal Navy,Office,36,12.67,26.4,OFF30,
16714,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,149.0,6.0,ELEC20,20.0
13078,Google Women's Fleece Hoodie,Apparel,1,44.79,6.5,,
16122,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149.0,6.5,ELEC30,
12553,Android Men's Short Sleeve Hero Tee Heather,Apparel,1,5.7,6.0,SALE20,20.0
15353,Android Men's Engineer Short Sleeve Tee Charcoal,Apparel,4,19.99,6.5,,30.0
15596,Google 17oz Stainless Steel Sport Bottle,Drinkware,1,15.19,12.99,,10.0
16222,Google Men's Short Sleeve Badge Tee Charcoal,Apparel,2,3.8,6.0,,10.0
15044,Google Men's Short Sleeve Performance Badge Tee Pewter,Apparel,2,8.8,6.0,SALE20,20.0
14606,YouTube Tee Black,Apparel,41,21.87,6.0,SALE30,30.0
12748,Yoga Mat Blue,Lifestyle,1,12.87,23.17,EXTRA30,30.0
17850,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,153.71,6.5,ELEC10,10.0
13599,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,119.0,6.5,,
17884,Ballpoint Stylus Pen,Office,2,4.4,6.5,OFF30,30.0
12841,Google Twill Cap,Apparel,2,8.79,6.0,,30.0
13081,Google Men's Short Sleeve Performance Badge Tee Pewter,Apparel,5,11.0,19.99,,
17075,YouTube Men's Vintage Henley,Apparel,1,7.5,6.0,,
13581,Nest Secure Alarm System Starter Pack - USA,Nest,1,355.74,12.99,,30.0
13520,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,1,13.59,6.0,,30.0
12481,Google Youth Short Sleeve T-shirt Yellow,Apparel,2,10.63,6.0,,
14606,Nest Cam Indoor Security Camera - USA,Nest-USA,1,121.3,6.5,,30.0
15544,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1,81.5,6.5,ELEC10,10.0
14978,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,119.0,6.0,ELEC10,
17811,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2,79.0,6.0,,20.0
14215,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Apparel,1,16.99,6.0,,20.0
17796,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119.0,6.0,ELEC20,20.0
15673,Google Women's Convertible Vest-Jacket Sea Foam Green,Apparel,1,29.7,6.0,SALE30,30.0
12583,Google Men's Pullover Hoodie Grey,Apparel,1,42.91,6.5,,
13327,Google Women's Short Sleeve Hero Tee White,Apparel,3,13.59,19.99,SALE10,10.0
12585,Google Sunglasses,Lifestyle,1,2.8,6.5,,10.0
13047,Galaxy Screen Cleaning Cloth,Office,31,1.99,6.5,,
18145,Sport Bag,Bags,60,4.99,6.0,,20.0
17511,YouTube Twill Cap,Apparel,9,8.79,24.37,,30.0
13458,Electronics Accessory Pouch,Bags,2,4.99,6.0,,10.0
16713,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,5,79.0,?,,
15601,Google Alpine Style Backpack,Bags,1,79.99,6.0,,10.0
17976,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Apparel,1,14.02,6.5,,10.0
17841,Google Luggage Tag,Fun,2,3.6,6.0,,
17340,Men's Weatherblock Shell Jacket Black,Apparel,1,52.07,6.5,SALE10,
17576,Nest Learning Thermostat 3rd Gen-USA - Copper,Nest-USA,1,149.0,6.0,,20.0
15311,Google Men's Short Sleeve Performance Badge Tee Charcoal,Apparel,1,13.2,6.0,SALE20,20.0
15024,Galaxy Screen Cleaning Cloth,Office,45,1.99,6.5,,30.0
16618,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,5,79.0,6.0,,10.0
15498,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,10,13.59,23.01,SALE30,30.0
12748,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,119.0,6.5,,20.0
14782,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,5,79.0,6.0,ELEC10,10.0
18077,Nest Thermostat E - USA,Nest,1,99.0,12.99,,
15033,Google 22 oz Water Bottle,Drinkware,10,2.99,6.0,,30.0
12766,Nest Cam Indoor Security Camera - USA,Nest-USA,2,119.0,6.5,ELEC10,
17389,Nest Cam IQ - USA,Nest,1,199.0,6.0,,20.0
13983,Android Men's Pep Rally Short Sleeve Tee Navy,Apparel,1,8.0,6.0,SALE30,
17284,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,119.0,6.0,,20.0
15281,Google Onesie Red/Graphite,Apparel,1,23.99,12.99,,20.0
17863,Google Sunglasses,Lifestyle,1,3.5,6.48,EXTRA20,
12753,Android BTTF Moonshot Graphic Tee,Apparel,1,15.99,6.0,,
14810,Google Women's Vintage Hero Tee Black,Apparel,2,4.56,140.68,,
15601,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Apparel,1,13.59,6.0,,
15021,Google 25 oz Blue Stainless Steel Bottle,Drinkware,25,13.99,6.5,EXTRA30,30.0
15213,Google Women's Short Sleeve Hero Tee Grey,Apparel,2,4.08,6.0,SALE20,
15311,Leatherette Journal,Office,4,7.69,6.0,,
18041,Google Men's Airflow 1/4 Zip Pullover Lapis,Apparel,1,39.19,12.99,SALE10,10.0
14606,Badge Holder,Office,1,1.99,6.0,OFF20,20.0
13050,Google Men's 100% Cotton Short Sleeve Hero Tee White,Apparel,1,13.59,6.0,SALE30,30.0
17880,Google 22 oz Water Bottle,Drinkware,1,2.99,6.0,,10.0
13531,Google Women's Short Sleeve Performance Tee Navy,Apparel,12,15.39,6.5,,10.0
12567,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,5,79.0,6.5,,20.0
15727,YouTube Custom Decals,Office,8,1.99,6.0,OFF20,
14159,Google Women's Convertible Vest-Jacket Sea Foam Green,Apparel,1,79.19,6.0,,20.0
18077,SPF-15 Slim & Slender Lip Balm,Housewares,35,2.5,6.5,,30.0
17841,Google Luggage Tag,Fun,1,7.19,6.0,,
17293,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,151.88,6.5,,30.0
14952,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,2,79.0,6.5,,
17920,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,,10.0
18085,Google Men's 100% Cotton Short Sleeve Hero Tee White,Apparel,1,17.53,6.5,,
14146,YouTube Custom Decals,Office,1,0.5,6.0,OFF20,20.0
12838,Engraved Ceramic Google Mug,Drinkware,4,7.42,6.5,EXTRA10,
13113,Google Women's Tee Grey,Apparel,1,6.0,6.0,,
15039,Google 22 oz Water Bottle,Drinkware,6,2.99,6.0,EXTRA20,20.0
12766,Google Women's Vintage Hero Tee White,Apparel,1,15.19,6.5,,10.0
13798,Google Doodle Decal,Office,1,2.99,6.0,OFF20,20.0
17890,Nest Thermostat E - USA,Nest,1,99.0,6.0,NE10,10.0
17027,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,119.0,6.0,,20.0
12433,Google Laptop and Cell Phone Stickers,Office,20,2.99,30.92,,10.0
12748,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149.0,6.5,,20.0
17865,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149.0,6.0,ELEC20,20.0
14085,Android BTTF Moonshot Graphic Tee,Apparel,1,15.99,6.0,,20.0
17816,Android Youth Short Sleeve T-shirt Aqua,Apparel,12,18.99,6.0,SALE10,10.0
15545,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149.0,6.5,,20.0
13569,Foam Can and Bottle Cooler,Drinkware,10,1.59,30.92,EXTRA30,
17449,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119.0,6.0,,
16019,BLM Sweatshirt,Apparel,1,33.59,6.0,,10.0
12567,Nest Cam Outdoor Security Camera - USA,Nest-USA,?,119.0,6.5,ELEC30,30.0
16477,Google Women's Tee Grey,Apparel,1,12.0,6.0,,10.0
12472,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,119.0,6.0,ELEC10,
