Customer_ID,Age,Gender,Marital Status,Occupation,Monthly Income,Location,Product_Description,Product_Category,Quantity,Unit_Price,Delivery_Charges,Coupon,Discount_Rate
16011,38,M,Single,Employee,4,Des Moines-Iowa,Google Men's 100% Cotton Short Sleeve Hero Tee Red,Apparel,1.0,16.99,6.5,SALE10,10.0
16011,38,M,Single,Employee,4,Des Moines-Iowa,Nest Cam Indoor Security Camera - USA,Nest-USA,3.0,119.0,6.5,,0.0
16011,38,M,Single,Employee,4,Des Moines-Iowa,Spiral Notebook and Pen Set,Office,1.0,5.99,6.5,,0.0
14766,44,F,Single,Self Employed,4,Tempe-Arizona,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,1.0,16.99,12.99,,0.0
13117,17,M,Single,Student,0,Memphis-Tennessee,Nest Secure Alarm System Starter Pack - USA,Nest,1.0,349.0,6.0,,0.0
13117,17,M,Single,Student,0,Memphis-Tennessee,Google Men's Long Sleeve Pullover Badge Tee Heather,Apparel,1.0,36.1,6.5,,0.0
13117,17,M,Single,Student,0,Memphis-Tennessee,Google Men's 100% Cotton Short Sleeve Hero Tee Red,Apparel,2.0,17.53,6.5,,0.0
13117,17,M,Single,Student,0,Memphis-Tennessee,Google 22 oz Water Bottle,Drinkware,1.0,2.99,6.0,,0.0
14497,55,F,Single,Employee,4,Spokane-Washington,Nest Cam IQ - USA,Nest,1.0,202.84,6.5,NE30,30.0
14497,55,F,Single,Employee,4,Spokane-Washington,Google Braille Tee Black,Apparel,1.0,22.41,6.0,,0.0
12567,32,F,Married,Employee,3,Cheyenne-Wyoming,Nest Cam IQ - USA,Nest,1.0,202.84,12.99,,0.0
12567,32,F,Married,Employee,3,Cheyenne-Wyoming,Google Women's Short Sleeve Badge Tee Grey,Apparel,3.0,3.47,6.5,SALE30,30.0
12567,32,F,Married,Employee,3,Cheyenne-Wyoming,Google Infant Short Sleeve Tee Green,Apparel,1.0,3.47,6.5,SALE30,30.0
12567,32,F,Married,Employee,3,Cheyenne-Wyoming,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,5.0,79.0,6.5,,0.0
12567,32,F,Married,Employee,3,Cheyenne-Wyoming,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,119.0,6.5,ELEC30,30.0
12567,32,F,Married,Employee,3,Cheyenne-Wyoming,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,121.3,12.99,,0.0
12567,32,F,Married,Employee,3,Cheyenne-Wyoming,Google 22 oz Water Bottle,Drinkware,1.0,2.44,6.5,,0.0
12567,32,F,Married,Employee,3,Cheyenne-Wyoming,Android Women's Long Sleeve Blended Cardigan Grey,Apparel,1.0,29.99,6.5,SALE20,20.0
12567,32,F,Married,Employee,3,Cheyenne-Wyoming,Google Thermal Bottle Blue,Drinkware,1.0,19.56,6.5,EXTRA30,30.0
12567,32,F,Married,Employee,3,Cheyenne-Wyoming,Google Snapback Hat Black,Headgear,3.0,22.99,6.5,HGEAR20,20.0
12567,32,F,Married,Employee,3,Cheyenne-Wyoming,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2.0,149.0,6.5,,0.0
12567,32,F,Married,Employee,3,Cheyenne-Wyoming,Google Men's Vintage Badge Tee White,Apparel,4.0,18.99,6.5,,0.0
12567,32,F,Married,Employee,3,Cheyenne-Wyoming,Google Canvas Tote Natural/Navy,Bags,1.0,15.99,6.5,,0.0
12567,32,F,Married,Employee,3,Cheyenne-Wyoming,Recycled Paper Journal Set,Office,5.0,3.19,6.5,OFF20,20.0
15589,52,M,Single,Self Employed,2,Savannah-Georgia,Google Tee Green,Apparel,1.0,17.93,6.5,,0.0
14798,44,M,Single,Employee,1,Springfield-Illinois,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2.0,151.88,6.5,,0.0
15854,53,F,Single,Employee,3,Fargo-North Dakota,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,5.0,4.33,6.0,SALE30,30.0
15854,53,F,Single,Employee,3,Fargo-North Dakota,Google Men's  Zip Hoodie,Apparel,1.0,44.79,12.99,SALE20,20.0
15854,53,F,Single,Employee,3,Fargo-North Dakota,Leatherette Journal,Office,2.0,8.79,12.99,OFF20,20.0
13939,36,F,Married,Employee,2,Fargo-North Dakota,Google Tee Green,Apparel,1.0,17.93,12.91,,0.0
16274,16,F,Single,Student,0,Savannah-Georgia,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,ELEC10,10.0
16274,16,F,Single,Student,0,Savannah-Georgia,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,ELEC10,10.0
16274,16,F,Single,Student,0,Savannah-Georgia,Leatherette Journal,Office,2.0,11.34,6.5,,0.0
16274,16,F,Single,Student,0,Savannah-Georgia,Google Men's Long Sleeve Raglan Ocean Blue,Apparel,1.0,25.78,18.65,,0.0
16274,16,F,Single,Student,0,Savannah-Georgia,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,122.77,6.5,,0.0
17287,47,F,Single,Employee,0,Toledo-Ohio,Google 25 oz Red Stainless Steel Bottle,Drinkware,15.0,11.19,34.94,,0.0
17287,47,F,Single,Employee,0,Toledo-Ohio,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,ELEC10,10.0
13102,18,F,Single,Student,0,Sarasota-Florida,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,2.0,79.0,6.0,,0.0
13102,18,F,Single,Student,0,Sarasota-Florida,YouTube Hard Cover Journal,Notebooks & Journals,5.0,11.99,14.85,,0.0
13102,18,F,Single,Student,0,Sarasota-Florida,Nest Thermostat E - USA,Nest,2.0,100.91,12.99,NE30,30.0
13102,18,F,Single,Student,0,Sarasota-Florida,Nest Cam Outdoor Security Camera - USA,Nest-USA,4.0,119.0,6.0,,0.0
13102,18,F,Single,Student,0,Sarasota-Florida,Switch Tone Color Crayon Pen,Office,3.0,1.99,6.0,,0.0
13102,18,F,Single,Student,0,Sarasota-Florida,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,ELEC20,20.0
13102,18,F,Single,Student,0,Sarasota-Florida,Google Men's Vintage Tank,Apparel,2.0,11.75,6.0,,0.0
13102,18,F,Single,Student,0,Sarasota-Florida,Nest Cam Outdoor Security Camera - USA,Nest-USA,4.0,121.3,6.5,ELEC30,30.0
13102,18,F,Single,Student,0,Sarasota-Florida,Google Women's Short Sleeve Hero Tee Sky Blue,Apparel,1.0,15.19,6.0,,0.0
15384,39,M,Married,Employee,4,Boise-Idaho,Nest Cam Indoor Security Camera - USA,Nest-USA,2.0,119.0,12.99,ELEC30,30.0
17293,15,M,Single,Student,0,Reno-Nevada,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,151.88,6.5,,0.0
17293,15,M,Single,Student,0,Reno-Nevada,Google Rucksack,Bags,1.0,55.99,6.0,AIO20,20.0
17293,15,M,Single,Student,0,Reno-Nevada,Nest Thermostat E - USA,Nest,1.0,100.91,6.5,NE30,30.0
17293,15,M,Single,Student,0,Reno-Nevada,Google Women's Short Sleeve Badge Tee Grey,Apparel,1.0,3.47,6.5,,0.0
17293,15,M,Single,Student,0,Reno-Nevada,Google Men's Short Sleeve Hero Tee Charcoal,Apparel,1.0,19.468847133757965,6.0,,0.0
17214,35,M,Single,Employee,3,Springfield-Illinois,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,2.0,149.0,6.0,ELEC30,30.0
17214,35,M,Single,Employee,3,Springfield-Illinois,Four Color Retractable Pen,Office,9.0,3.05,6.0,,0.0
12540,36,M,Single,Employee,2,Sarasota-Florida,Google Women's Lightweight Microfleece Jacket,Apparel,1.0,41.99,6.0,,0.0
12540,36,M,Single,Employee,2,Sarasota-Florida,Google Toddler Short Sleeve Tee White,Apparel,1.0,16.99,6.0,,0.0
12540,36,M,Single,Employee,2,Sarasota-Florida,Google Pet Feeding Mat,Lifestyle,1.0,1.68,12.99,EXTRA30,30.0
12540,36,M,Single,Employee,2,Sarasota-Florida,Google Twill Cap,Apparel,1.0,10.99,6.0,SALE20,20.0
12540,36,M,Single,Employee,2,Sarasota-Florida,Google Women's Scoop Neck Tee Black,Apparel,1.0,4.8,6.0,,0.0
12540,36,M,Single,Employee,2,Sarasota-Florida,BLM Sweatshirt,Apparel,1.0,33.59,6.0,,0.0
14001,63,M,Single,Employee,1,Memphis-Tennessee,Gift Card - $50.00,Gift Cards,2.0,51.58,0.0,GC10,10.0
14001,63,M,Single,Employee,1,Memphis-Tennessee,Compact Selfie Stick,Lifestyle,46.0,7.26,158.74,,0.0
16030,45,M,Single,Employee,3,Fargo-North Dakota,Waze Mobile Phone Vent Mount,Waze,1.0,5.7,6.5,WEMP30,30.0
14127,32,M,Married,Self Employed,4,Reno-Nevada,Google Laptop and Cell Phone Stickers,Office,1.0,3.05,6.0,,0.0
15260,65,M,Single,Self Employed,1,Memphis-Tennessee,Google Onesie Red,Apparel,1.0,24.75,6.5,,0.0
15260,65,M,Single,Self Employed,1,Memphis-Tennessee,Insulated Bottle,Drinkware,2.0,18.15,18.47,EXTRA10,10.0
17147,56,M,Married,Self Employed,4,Memphis-Tennessee,8 pc Android Sticker Sheet,Office,6.0,1.62,16.038608695652176,OFF30,30.0
18229,31,F,Single,Self Employed,3,Tempe-Arizona,Nest Cam Indoor Security Camera - USA,Nest-USA,2.0,122.77,6.5,ELEC10,10.0
18229,31,F,Single,Self Employed,3,Tempe-Arizona,YouTube Women's Fleece Hoodie Black,Apparel,1.0,55.99,6.5,SALE30,30.0
18229,31,F,Single,Self Employed,3,Tempe-Arizona,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,1.0,16.99,6.0,SALE20,20.0
17659,55,M,Married,Employee,3,Cheyenne-Wyoming,Android Men's Engineer Short Sleeve Tee Charcoal,Apparel,1.0,20.62,6.5,,0.0
16552,64,M,Single,Employee,2,Des Moines-Iowa,Google Metallic Notebook Set,Office,2.0,4.94,6.5,OFF10,10.0
13208,15,M,Single,Student,0,Springfield-Illinois,Google Infant Short Sleeve Tee Green,Apparel,2.0,3.47,14.85,,0.0
13208,15,M,Single,Student,0,Springfield-Illinois,Google Large Standard Journal Navy,Office,31.0,12.62,14.85,,0.0
13208,15,M,Single,Student,0,Springfield-Illinois,Google Tee Green,Apparel,1.0,17.93,6.5,,0.0
13208,15,M,Single,Student,0,Springfield-Illinois,YouTube Tee Black,Apparel,1.0,17.93,6.5,,0.0
13208,15,M,Single,Student,0,Springfield-Illinois,Nest Thermostat E - USA,Nest,1.0,100.91,12.99,,0.0
14849,38,F,Single,Employee,2,Spokane-Washington,Google Rucksack,Bags,2.0,72.2,6.5,,0.0
14849,38,F,Single,Employee,2,Spokane-Washington,Google 22 oz Water Bottle,Drinkware,3.0,2.39,6.5,EXTRA10,10.0
14849,38,F,Single,Employee,2,Spokane-Washington,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,ELEC10,10.0
15485,28,M,Single,Self Employed,3,Memphis-Tennessee,Google Men's Long Sleeve Raglan Ocean Blue,Apparel,1.0,25.78,6.5,SALE10,10.0
15485,28,M,Single,Self Employed,3,Memphis-Tennessee,Google Women's Vintage Hero Tee Black,Apparel,1.0,5.7,6.0,,0.0
15485,28,M,Single,Self Employed,3,Memphis-Tennessee,Google Youth Girl Hoodie,Apparel,1.0,36.31,6.5,SALE10,10.0
15485,28,M,Single,Self Employed,3,Memphis-Tennessee,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,,0.0
15485,28,M,Single,Self Employed,3,Memphis-Tennessee,Google Men's Short Sleeve Performance Badge Tee Charcoal,Apparel,1.0,16.5,6.0,,0.0
16161,60,F,Married,Housewife,0,Cheyenne-Wyoming,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,ELEC30,30.0
16161,60,F,Married,Housewife,0,Cheyenne-Wyoming,Google Twill Cap,Apparel,1.0,11.2,6.0,SALE30,30.0
16161,60,F,Married,Housewife,0,Cheyenne-Wyoming,Waze Mood Ninja Window Decal,Waze,1.0,1.59,6.5,WEMP20,20.0
16161,60,F,Married,Housewife,0,Cheyenne-Wyoming,8 pc Android Sticker Sheet,Office,10.0,3.884635416666667,24.49,,0.0
16161,60,F,Married,Housewife,0,Cheyenne-Wyoming,Android Men's Take Charge Short Sleeve Tee Purple,Apparel,1.0,11.19,6.0,SALE30,30.0
16161,60,F,Married,Housewife,0,Cheyenne-Wyoming,Android Rise 14 oz Mug,Drinkware,1.0,12.99,6.0,,0.0
16161,60,F,Married,Housewife,0,Cheyenne-Wyoming,Google Sunglasses,Lifestyle,5.0,2.8,24.49,,0.0
16161,60,F,Married,Housewife,0,Cheyenne-Wyoming,Google Toddler Short Sleeve Tee White,Apparel,1.0,13.59,6.0,,0.0
16161,60,F,Married,Housewife,0,Cheyenne-Wyoming,Nest Cam Indoor Security Camera - USA,Nest-USA,2.0,121.3,6.5,ELEC30,30.0
16161,60,F,Married,Housewife,0,Cheyenne-Wyoming,Android BTTF Moonshot Graphic Tee,Apparel,1.0,19.99,6.5,,0.0
12754,50,F,Single,Self Employed,4,Tulsa-Oklahoma,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,121.3,12.99,,0.0
16042,65,M,Single,Employee,2,Fargo-North Dakota,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,,0.0
13199,22,M,Single,Student,0,Chicago-Illinois,Android Twill Cap,Apparel,1.0,10.99,6.0,,0.0
17581,62,M,Single,Self Employed,2,Orlando-Florida,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,149.0,6.0,ELEC20,20.0
17581,62,M,Single,Self Employed,2,Orlando-Florida,Google Tri-blend Hoodie Grey,Apparel,2.0,41.26,6.5,SALE10,10.0
17581,62,M,Single,Self Employed,2,Orlando-Florida,Google Women's Vintage Hero Tee Black,Apparel,1.0,4.56,6.0,SALE20,20.0
17581,62,M,Single,Self Employed,2,Orlando-Florida,Google Men's  Zip Hoodie,Apparel,1.0,57.76,50.0,SALE10,10.0
17581,62,M,Single,Self Employed,2,Orlando-Florida,Google Women's Short Sleeve Badge Tee Grey,Apparel,1.0,4.08,6.0,,0.0
15601,39,M,Single,Employee,3,Lubbock-Texas,Google Men's Performance 1/4 Zip Pullover Heather/Black,Apparel,1.0,26.4,6.0,,0.0
15601,39,M,Single,Employee,3,Lubbock-Texas,Google Men's 100% Cotton Short Sleeve Hero Tee Red,Apparel,1.0,14.02,11.1,SALE10,10.0
15601,39,M,Single,Employee,3,Lubbock-Texas,Google Zipper-front Sports Bag,Bags,1.0,20.62,28.78,,0.0
15601,39,M,Single,Employee,3,Lubbock-Texas,Google Alpine Style Backpack,Bags,1.0,79.99,6.0,,0.0
15601,39,M,Single,Employee,3,Lubbock-Texas,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Apparel,1.0,13.59,6.0,,0.0
15601,39,M,Single,Employee,3,Lubbock-Texas,Android Men's Long & Lean Badge Tee Charcoal,Apparel,1.0,4.8,6.0,SALE20,20.0
15601,39,M,Single,Employee,3,Lubbock-Texas,Satin Black Ballpoint Pen,Office,1.0,9.6,6.0,,0.0
15601,39,M,Single,Employee,3,Lubbock-Texas,Metal Texture Roller Pen,Office,1.0,6.96,6.0,OFF20,20.0
15601,39,M,Single,Employee,3,Lubbock-Texas,Google Sunglasses,Lifestyle,4.0,3.61,28.78,,0.0
15601,39,M,Single,Employee,3,Lubbock-Texas,Google Women's Short Sleeve Badge Tee Red Heather,Apparel,1.0,15.67,6.5,,0.0
17975,59,F,Married,Employee,1,Spokane-Washington,Maze Pen,Office,2.0,1.01,6.0,,0.0
17975,59,F,Married,Employee,1,Spokane-Washington,Android Matrix Tee White,Apparel,1.0,17.93,6.5,SALE30,30.0
17975,59,F,Married,Employee,1,Spokane-Washington,Badge Holder,Office,1.0,1.99,6.0,,0.0
17975,59,F,Married,Employee,1,Spokane-Washington,Switch Tone Color Crayon Pen,Office,1.0,1.99,6.5,OFF30,30.0
14606,32,F,Single,Employee,4,Boise-Idaho,Google 17oz Stainless Steel Sport Bottle,Drinkware,1.0,16.79,6.0,EXTRA30,30.0
14606,32,F,Single,Employee,4,Boise-Idaho,Nest Cam Outdoor Security Camera - USA,Nest-USA,4.0,119.0,6.5,ELEC30,30.0
14606,32,F,Single,Employee,4,Boise-Idaho,Nest Learning Thermostat 3rd Gen-USA - Copper,Nest-USA,1.0,149.0,6.0,,0.0
14606,32,F,Single,Employee,4,Boise-Idaho,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,,0.0
14606,32,F,Single,Employee,4,Boise-Idaho,Nest Cam IQ - USA,Nest,2.0,199.0,19.99,,0.0
14606,32,F,Single,Employee,4,Boise-Idaho,Google 5-Panel Snapback Cap,Headgear,3.0,10.63,12.91,HGEAR10,10.0
14606,32,F,Single,Employee,4,Boise-Idaho,Google Youth Short Sleeve Tee Red,Apparel,2.0,3.87,12.48,,0.0
14606,32,F,Single,Employee,4,Boise-Idaho,YouTube Youth Short Sleeve Tee Red,Apparel,1.0,15.19,6.5,,0.0
14606,32,F,Single,Employee,4,Boise-Idaho,Google Women's Short Sleeve Hero Tee Heather,Apparel,1.0,15.19,20.85,,0.0
14606,32,F,Single,Employee,4,Boise-Idaho,Google Women's Vintage Hero Tee White,Apparel,1.0,10.63,6.0,,0.0
14606,32,F,Single,Employee,4,Boise-Idaho,YouTube 3 lines Tee Grey,Apparel,41.0,21.87,6.0,,0.0
14606,32,F,Single,Employee,4,Boise-Idaho,8 pc Android Sticker Sheet,Office,1.0,1.59,6.0,OFF10,10.0
14606,32,F,Single,Employee,4,Boise-Idaho,Google Thermal Bottle Blue,Drinkware,1.0,19.56,6.5,EXTRA30,30.0
14606,32,F,Single,Employee,4,Boise-Idaho,Google Men's Watershed Full Zip Hoodie Grey,Apparel,1.0,55.0,106.0,SALE20,20.0
14606,32,F,Single,Employee,4,Boise-Idaho,Android Men's Outerstellar Short Sleeve Tee Black,Apparel,1.0,15.99,6.0,,0.0
14606,32,F,Single,Employee,4,Boise-Idaho,Foam Can and Bottle Cooler,Drinkware,4.0,1.59,11.1,,0.0
14606,32,F,Single,Employee,4,Boise-Idaho,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1.0,79.0,12.99,ELEC10,10.0
14606,32,F,Single,Employee,4,Boise-Idaho,Google Men's Short Sleeve Performance Badge Tee Pewter,Apparel,1.0,17.59,15.75,SALE30,30.0
14606,32,F,Single,Employee,4,Boise-Idaho,YouTube Tee Black,Apparel,41.0,21.87,6.0,SALE30,30.0
14606,32,F,Single,Employee,4,Boise-Idaho,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,,0.0
14606,32,F,Single,Employee,4,Boise-Idaho,Badge Holder,Office,1.0,1.99,6.0,OFF20,20.0
14606,32,F,Single,Employee,4,Boise-Idaho,Google Twill Cap,Apparel,1.0,8.79,6.5,,0.0
14606,32,F,Single,Employee,4,Boise-Idaho,Leatherette Journal,Office,2.0,8.79,6.5,,0.0
14606,32,F,Single,Employee,4,Boise-Idaho,Android Men's Vintage Tank,Apparel,1.0,8.4,6.0,,0.0
14606,32,F,Single,Employee,4,Boise-Idaho,Android Men's Short Sleeve Hero Tee Heather,Apparel,1.0,5.7,6.0,SALE10,10.0
14606,32,F,Single,Employee,4,Boise-Idaho,Google Stylus Pen w/ LED Light,Office,1.0,5.5,6.5,,0.0
14606,32,F,Single,Employee,4,Boise-Idaho,Google Emoji Sticker Pack,Accessories,1.0,5.09,6.0,,0.0
14606,32,F,Single,Employee,4,Boise-Idaho,Women's Performance Full Zip Jacket Black,Apparel,1.0,30.0,6.0,,0.0
14606,32,F,Single,Employee,4,Boise-Idaho,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,119.0,6.5,,0.0
14606,32,F,Single,Employee,4,Boise-Idaho,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,119.0,19.99,,0.0
14606,32,F,Single,Employee,4,Boise-Idaho,Google Onesie Green,Apparel,1.0,19.19,6.0,SALE30,30.0
14606,32,F,Single,Employee,4,Boise-Idaho,1 oz Hand Sanitizer,Lifestyle,100.0,1.99,6.5,,0.0
14606,32,F,Single,Employee,4,Boise-Idaho,Google Men's Performance Full Zip Jacket Black,Apparel,1.0,48.0,6.0,SALE20,20.0
14606,32,F,Single,Employee,4,Boise-Idaho,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,3.0,149.0,6.0,,0.0
14606,32,F,Single,Employee,4,Boise-Idaho,Google Men's Short Sleeve Hero Tee Charcoal,Apparel,1.0,15.19,6.0,SALE30,30.0
14606,32,F,Single,Employee,4,Boise-Idaho,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,149.0,6.0,,0.0
14606,32,F,Single,Employee,4,Boise-Idaho,YouTube Men's Short Sleeve Hero Tee White,Apparel,1.0,11.89,6.0,,0.0
14606,32,F,Single,Employee,4,Boise-Idaho,Gift Card- $100.00,Gift Cards,1.0,100.0,0.0,GC10,10.0
14606,32,F,Single,Employee,4,Boise-Idaho,Google Men's Airflow 1/4 Zip Pullover Lapis,Apparel,1.0,28.54,6.5,,0.0
14606,32,F,Single,Employee,4,Boise-Idaho,Nest Cam Indoor Security Camera - USA,Nest-USA,2.0,122.77,6.5,,0.0
14606,32,F,Single,Employee,4,Boise-Idaho,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,,0.0
14606,32,F,Single,Employee,4,Boise-Idaho,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,121.3,12.99,,0.0
14606,32,F,Single,Employee,4,Boise-Idaho,Google Women's Vintage Hero Tee Lavender,Apparel,28.0,7.6,26.84,SALE30,30.0
14606,32,F,Single,Employee,4,Boise-Idaho,Google Women's Vintage Hero Tee Black,Apparel,1.0,4.56,6.0,,0.0
14606,32,F,Single,Employee,4,Boise-Idaho,Google Laptop Backpack,Bags,1.0,79.99,6.0,,0.0
14606,32,F,Single,Employee,4,Boise-Idaho,Google Women's Short Sleeve Hero Tee Grey,Apparel,1.0,4.08,6.5,,0.0
14606,32,F,Single,Employee,4,Boise-Idaho,Google Kick Ball,Lifestyle,5.0,3.8349242424242425,12.48,,0.0
14606,32,F,Single,Employee,4,Boise-Idaho,Google Men's Short Sleeve Hero Tee Heather,Apparel,1.0,18.99,6.5,,0.0
14606,32,F,Single,Employee,4,Boise-Idaho,Android RFID Journal,Notebooks & Journals,3.0,4.8,6.0,,0.0
14606,32,F,Single,Employee,4,Boise-Idaho,Android Large Removable Sticker Sheet,Accessories,1.0,3.05,6.0,ACC30,30.0
14606,32,F,Single,Employee,4,Boise-Idaho,Google Women's Short Sleeve Hero Tee White,Apparel,2.0,3.47,6.5,SALE30,30.0
17507,17,M,Single,Student,0,Cheyenne-Wyoming,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,151.88,6.5,,0.0
17507,17,M,Single,Student,0,Cheyenne-Wyoming,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,151.88,6.5,,0.0
17507,17,M,Single,Student,0,Cheyenne-Wyoming,Android Sticker Sheet Ultra Removable,Office,1.0,2.44,6.5,,0.0
17507,17,M,Single,Student,0,Cheyenne-Wyoming,Google Thermal Bottle Green,Drinkware,1.0,19.56,6.5,,0.0
17507,17,M,Single,Student,0,Cheyenne-Wyoming,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,ELEC30,30.0
17376,28,F,Single,Employee,3,Orlando-Florida,Maze Pen,Office,2.0,0.81,6.5,OFF30,30.0
17376,28,F,Single,Employee,3,Orlando-Florida,Google Tee Blue,Apparel,1.0,17.93,50.0,,0.0
14665,20,F,Single,Employee,0,Springfield-Illinois,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,121.3,6.5,,0.0
14665,20,F,Single,Employee,0,Springfield-Illinois,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1.0,151.88,6.5,,0.0
14665,20,F,Single,Employee,0,Springfield-Illinois,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2.0,151.88,6.5,,0.0
14665,20,F,Single,Employee,0,Springfield-Illinois,Google Tee Green,Apparel,20.0,17.93,37.51,SALE30,30.0
14665,20,F,Single,Employee,0,Springfield-Illinois,Google Tee Green,Apparel,25.0,17.93,37.51,SALE30,30.0
14665,20,F,Single,Employee,0,Springfield-Illinois,Waze Men's Short Sleeve Tee,Waze,1.0,19.36,7.397500000000002,WEMP30,30.0
14665,20,F,Single,Employee,0,Springfield-Illinois,Android Tone Hoodie Black,Apparel,1.0,61.15,6.0,,0.0
15738,26,F,Single,Employee,1,Des Moines-Iowa,24 oz YouTube Sergeant Stripe Bottle,Drinkware,1.0,8.24,6.5,,0.0
15738,26,F,Single,Employee,1,Des Moines-Iowa,Reusable Shopping Bag,Bags,3.0,3.61,6.5,AIO10,10.0
12662,44,F,Married,Employee,3,Memphis-Tennessee,Nest Cam Indoor Security Camera - USA,Nest-USA,2.0,122.77,6.5,ELEC10,10.0
12662,44,F,Married,Employee,3,Memphis-Tennessee,Waze Mobile Phone Vent Mount,Waze,6.0,5.7,12.99,WEMP30,30.0
14865,36,M,Single,Employee,3,Fargo-North Dakota,Badge Holder,Office,1.0,1.64,6.5,,0.0
13491,19,M,Single,Student,0,Spokane-Washington,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1.0,80.52,19.99,,0.0
13491,19,M,Single,Student,0,Spokane-Washington,SPF-15 Slim & Slender Lip Balm,Housewares,14.0,1.4,34.94,,0.0
15203,30,F,Single,Employee,3,Cheyenne-Wyoming,Google Twill Cap,Apparel,4.0,8.96,6.5,,0.0
15203,30,F,Single,Employee,3,Cheyenne-Wyoming,Google Women's Tee Grey,Apparel,1.0,17.93,6.5,,0.0
15194,38,M,Single,Employee,4,Boise-Idaho,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,5.0,79.0,7.115924686192468,,0.0
15194,38,M,Single,Employee,4,Boise-Idaho,Google Alpine Style Backpack,Bags,1.0,101.92,6.0,,0.0
15194,38,M,Single,Employee,4,Boise-Idaho,Google Men's  Zip Hoodie,Apparel,1.0,55.99,6.0,,0.0
15194,38,M,Single,Employee,4,Boise-Idaho,Google Men's Short Sleeve Hero Tee Light Blue,Apparel,1.0,18.99,6.5,SALE30,30.0
15194,38,M,Single,Employee,4,Boise-Idaho,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,,0.0
15194,38,M,Single,Employee,4,Boise-Idaho,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,ELEC30,30.0
15194,38,M,Single,Employee,4,Boise-Idaho,Maze Pen,Office,200.0,0.79,26.2,OFF30,30.0
15194,38,M,Single,Employee,4,Boise-Idaho,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,,0.0
15194,38,M,Single,Employee,4,Boise-Idaho,Android BTTF Moonshot Graphic Tee,Apparel,1.0,15.99,6.5,,0.0
14233,17,F,Single,Student,0,Tempe-Arizona,Nest Thermostat E - USA,Nest,1.0,100.91,6.5,,0.0
17337,31,F,Married,Self Employed,2,Madison-Wisconsin,Google Twill Cap,Apparel,1.0,8.96,6.5,,0.0
17337,31,F,Married,Self Employed,2,Madison-Wisconsin,Google Women's Tee Grey,Apparel,1.0,22.41,10.993060317460317,SALE30,30.0
17337,31,F,Married,Self Employed,2,Madison-Wisconsin,Google Thermal Bottle Blue,Drinkware,2.0,19.56,12.91,,0.0
