,Customer_ID,Age,Gender,Marital Status,Occupation,Monthly Income,Education,Location,Product_Description,Product_Category,Quantity,Unit_Price,Delivery_Charges,Coupon,Discount_Rate
176,16218,53,F,Single,Employee,4,Graduate,Savannah-Georgia,Engraved Ceramic Google Mug,Drinkware,2.0,7.42,6.5,EXTRA10,
177,14594,25,F,Married,Employee,2,Graduate,Memphis-Tennessee,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,,10.0
178,17356,46,F,Prefer not to say,Self Employed,2,Graduate,Madison-Wisconsin,Android Women's Dash Tee Grey,Apparel,1.0,17.93,6.5,SALE30,30.0
179,17356,46,F,Prefer not to say,Self Employed,2,Graduate,Madison-Wisconsin,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,151.88,6.5,ELEC30,30.0
180,18011,40,M,Single,Employee,1,Post Graduate,Springfield-Illinois,Red Spiral Google Notebook,Office,1.0,10.31,6.5,,10.0
181,18011,40,M,Single,Employee,1,Post Graduate,Springfield-Illinois,20 oz Stainless Steel Insulated Tumbler,Drinkware,1.0,25.78,6.5,,10.0
182,18011,40,M,Single,Employee,1,Post Graduate,Springfield-Illinois,Badge Holder,Office,3.0,2.05,6.5,,10.0
183,12502,51,F,Single,Student,3,Ph.D,Fargo-North Dakota,Waze Mobile Phone Vent Mount,Waze,1.0,7.12,6.0,,
184,12502,51,F,Single,Student,3,Ph.D,Fargo-North Dakota,Nest Thermostat E - USA,Nest,1.0,100.91,12.99,NE30,
185,17912,43,M,Married,Employee,3,Graduate,Boise-Idaho,YouTube Men's Short Sleeve Hero Tee Black,Apparel,1.0,16.99,30.0,,10.0
186,17912,43,M,Married,Employee,3,Graduate,Boise-Idaho,Waze Baby on Board Window Decal,Waze,1.0,2.99,6.0,,
187,17912,43,M,Married,Employee,3,Graduate,Boise-Idaho,Colored Pencil Set,Office,1.0,2.99,6.0,OFF30,
188,16705,50,M,Single,Employee,3,Post Graduate,El Paso-Texas,Google Men's Bayside Graphic Tee,Apparel,1.0,19.99,6.0,SALE30,30.0
189,16705,50,M,Single,Employee,3,Post Graduate,El Paso-Texas,YouTube Custom Decals,Office,1.0,0.41,6.5,,30.0
190,16705,50,M,Single,Employee,3,Post Graduate,El Paso-Texas,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,,30.0
191,16634,42,M,Single,Self Employed,1,Post Graduate,Fargo-North Dakota,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,ELEC10,10.0
192,16634,42,M,Single,Self Employed,1,Post Graduate,Fargo-North Dakota,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,,
193,12778,43,F,Single,Employee,4,Post Graduate,Spokane-Washington,Google Women's Short Sleeve Hero Tee Heather,Apparel,1.0,7.75,6.5,,30.0
194,13309,20,F,Single,Student,0,Undergrad,Boise-Idaho,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,ELEC30,
195,13309,20,F,Single,Student,0,Undergrad,Boise-Idaho,Nest Secure Alarm System Starter Pack - USA,Nest,1.0,355.74,6.5,,30.0
196,13309,20,F,Single,Student,0,Undergrad,Boise-Idaho,Nest Thermostat E - USA,Nest,1.0,100.91,6.5,NE30,30.0
197,13309,20,F,Single,Student,0,Undergrad,Boise-Idaho,Nest Detect - USA,Nest,2.0,49.95,6.5,,
198,13309,20,F,Single,Student,0,Undergrad,Boise-Idaho,Nest Detect - USA,Nest,2.0,49.95,6.5,NE30,30.0
199,16456,38,M,Single,Employee,2,Post Graduate,Tulsa-Oklahoma,Nest Detect - USA,Nest,1.0,49.95,6.5,,30.0
200,16456,38,M,Single,Employee,2,Post Graduate,Tulsa-Oklahoma,Nest Thermostat E - USA,Nest,1.0,100.91,7.385868263473054,,
201,16456,38,M,Single,Employee,2,Post Graduate,Tulsa-Oklahoma,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,,10.0
202,16456,38,M,Single,Employee,2,Post Graduate,Tulsa-Oklahoma,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,151.88,6.5,ELEC30,30.0
203,14135,50,M,Single,Employee,4,Post Graduate,Savannah-Georgia,YouTube Twill Cap,Apparel,1.0,11.34,6.5,,10.0
204,14135,50,M,Single,Employee,4,Post Graduate,Savannah-Georgia,Google Youth Short Sleeve Tee White,Apparel,5.0,15.19,12.91,,20.0
205,14135,50,M,Single,Employee,4,Post Graduate,Savannah-Georgia,Google Spiral Journal with Pen,Notebooks & Journals,1.0,5.59,34.94,NJ20,20.0
206,14135,50,M,Single,Employee,4,Post Graduate,Savannah-Georgia,Maze Pen,Office,1.0,0.99,6.0,OFF10,10.0
207,14135,50,M,Single,Employee,4,Post Graduate,Savannah-Georgia,Android Men's Long & Lean Badge Tee Charcoal,Apparel,1.0,4.8,6.0,,20.0
208,14135,50,M,Single,Employee,4,Post Graduate,Savannah-Georgia,Ballpoint Pen Blue,Office,4.0,1.02,6.5,,10.0
209,14135,50,M,Single,Employee,4,Post Graduate,Savannah-Georgia,Nest Cam Indoor Security Camera - USA,Nest-USA,5.0,119.0,12.91,,20.0
210,14135,50,M,Single,Employee,4,Post Graduate,Savannah-Georgia,YouTube Women's Short Sleeve Hero Tee Charcoal,Apparel,1.0,15.67,18.47,,10.0
211,14850,24,M,Married,Self Employed,2,Graduate,Cheyenne-Wyoming,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,3.0,80.52,12.99,,30.0
212,14850,24,M,Married,Self Employed,2,Graduate,Cheyenne-Wyoming,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,1.0,6.93,19.99,,
213,14850,24,M,Married,Self Employed,2,Graduate,Cheyenne-Wyoming,Google Youth Short Sleeve Tee White,Apparel,1.0,15.19,6.5,SALE30,30.0
214,14850,24,M,Married,Self Employed,2,Graduate,Cheyenne-Wyoming,YouTube Custom Decals,Office,5.0,0.51,6.0,,
215,13715,35,F,Married,Housewife,3,Graduate,Savannah-Georgia,7&quot; Dog Frisbee,Lifestyle,1.0,1.5,6.0,EXTRA10,10.0
216,13715,35,F,Married,Housewife,3,Graduate,Savannah-Georgia,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,,10.0
217,13715,35,F,Married,Housewife,3,Graduate,Savannah-Georgia,Google Men's Vintage Badge Tee Sage,Apparel,1.0,4.56,6.0,SALE10,10.0
218,13715,35,F,Married,Housewife,3,Graduate,Savannah-Georgia,Google Sunglasses,Lifestyle,25.0,2.8,12.99,EXTRA20,20.0
219,13715,35,F,Married,Housewife,3,Graduate,Savannah-Georgia,23 oz Wide Mouth Sport Bottle,Drinkware,3.0,8.79,12.48,,10.0
220,13715,35,F,Married,Housewife,3,Graduate,Savannah-Georgia,Google Men's Short Sleeve Hero Tee Charcoal,Apparel,2.0,10.63,12.48,,10.0
221,13715,35,F,Married,Housewife,3,Graduate,Savannah-Georgia,Google Men's Vintage Badge Tee White,Apparel,2.0,4.56,6.0,,
222,13715,35,F,Married,Housewife,3,Graduate,Savannah-Georgia,Google Men's Short Sleeve Hero Tee Charcoal,Apparel,1.0,15.19,6.0,,20.0
223,13715,35,F,Married,Housewife,3,Graduate,Savannah-Georgia,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,1.0,13.59,6.0,,20.0
224,13715,35,F,Married,Housewife,3,Graduate,Savannah-Georgia,Badge Holder,Office,1.0,1.59,6.0,,20.0
225,13715,35,F,Married,Housewife,3,Graduate,Savannah-Georgia,26 oz Double Wall Insulated Bottle,Drinkware,1.0,19.99,6.0,,10.0
226,13715,35,F,Married,Housewife,3,Graduate,Savannah-Georgia,Google Laptop and Cell Phone Stickers,Office,5.0,2.39,6.5,OFF10,10.0
227,13715,35,F,Married,Housewife,3,Graduate,Savannah-Georgia,Sport Bag,Bags,3.0,3.99,12.48,,
228,17071,23,F,Single,Student,0,Ph.D,Tulsa-Oklahoma,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,ELEC30,
229,17071,23,F,Single,Student,0,Ph.D,Tulsa-Oklahoma,Google Crew Sweater Navy,Apparel,1.0,42.39,6.5,,30.0
230,17071,23,F,Single,Student,0,Ph.D,Tulsa-Oklahoma,Nest Thermostat E - USA,Nest,1.0,100.91,6.5,,30.0
231,17071,23,F,Single,Student,0,Ph.D,Tulsa-Oklahoma,Google Women's Short Sleeve Hero Tee White,Apparel,1.0,4.33,6.0,,30.0
232,13881,38,M,Single,Self Employed,4,Post Graduate,Chicago-Illinois,Maze Pen,Office,2.0,0.81,6.5,OFF30,30.0
233,12853,28,M,Single,Employee,2,Graduate,Memphis-Tennessee,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,3.0,79.0,6.0,,20.0
234,12853,28,M,Single,Employee,2,Graduate,Memphis-Tennessee,8 pc Android Sticker Sheet,Office,1.0,1.59,6.5,,20.0
235,12853,28,M,Single,Employee,2,Graduate,Memphis-Tennessee,Google Laptop and Cell Phone Stickers,Office,2.0,2.99,6.0,OFF20,20.0
236,12853,28,M,Single,Employee,2,Graduate,Memphis-Tennessee,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,119.0,19.99,ELEC20,20.0
237,13539,62,M,Married,Employee,0,Post Graduate,Springfield-Illinois,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,,30.0
238,13539,62,M,Married,Employee,0,Post Graduate,Springfield-Illinois,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,121.3,19.99,,30.0
239,17334,26,F,Married,Housewife,1,Graduate,Boise-Idaho,Ballpoint LED Light Pen,Office,1.0,2.04,6.5,,30.0
240,17412,18,M,Single,Student,0,Undergrad,El Paso-Texas,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,,10.0
241,17412,18,M,Single,Student,0,Undergrad,El Paso-Texas,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,ELEC30,30.0
242,17035,18,M,Married,Student,0,Undergrad,Boise-Idaho,Google Metallic Notebook Set,Office,1.0,4.88,6.5,OFF30,
243,16814,37,M,Single,Employee,2,Graduate,Lubbock-Texas,Google Twill Cap,Apparel,4.0,8.79,6.0,SALE20,
244,16814,37,M,Single,Employee,2,Graduate,Lubbock-Texas,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,,20.0
245,16814,37,M,Single,Employee,2,Graduate,Lubbock-Texas,Google Sunglasses,Lifestyle,2.0,2.8,6.0,EXTRA20,20.0
246,16814,37,M,Single,Employee,2,Graduate,Lubbock-Texas,Red Shine 15 oz Mug,Drinkware,1.0,12.99,6.5,,20.0
247,16814,37,M,Single,Employee,2,Graduate,Lubbock-Texas,Android Sticker Sheet Ultra Removable,Office,1.0,2.99,6.0,,30.0
248,16814,37,M,Single,Employee,2,Graduate,Lubbock-Texas,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1.0,79.0,6.0,,20.0
249,15838,57,F,Married,Housewife,4,Post Graduate,Sarasota-Florida,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,,
250,15544,50,F,Single,Self Employed,4,Graduate,Tempe-Arizona,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1.0,81.5,6.5,ELEC10,10.0
251,15544,50,F,Single,Self Employed,4,Graduate,Tempe-Arizona,Google Doodle Decal,Office,2.0,3.08,6.5,,10.0
252,15544,50,F,Single,Self Employed,4,Graduate,Tempe-Arizona,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,2.0,81.5,6.5,ELEC10,10.0
253,15544,50,F,Single,Self Employed,4,Graduate,Tempe-Arizona,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,ELEC10,10.0
254,15694,23,F,Single,Student,0,Post Graduate,El Paso-Texas,Android 17oz Stainless Steel Sport Bottle,Drinkware,2.0,10.63,12.48,,20.0
255,15719,46,M,Married,Employee,4,Post Graduate,Peoria-Illinois,Google Women's Short Sleeve Hero Tee Grey,Apparel,1.0,5.1,6.0,SALE10,10.0
256,15719,46,M,Married,Employee,4,Post Graduate,Peoria-Illinois,Google Canvas Tote Natural/Navy,Bags,1.0,12.79,6.0,,10.0
257,15719,46,M,Married,Employee,4,Post Graduate,Peoria-Illinois,Google Men's Short Sleeve Performance Badge Tee Charcoal,Apparel,1.0,13.2,6.0,SALE10,10.0
258,15719,46,M,Married,Employee,4,Post Graduate,Peoria-Illinois,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1.0,79.0,6.0,,10.0
259,15719,46,M,Married,Employee,4,Post Graduate,Peoria-Illinois,Android RFID Journal,Notebooks & Journals,1.0,4.8,6.0,,
260,15719,46,M,Married,Employee,4,Post Graduate,Peoria-Illinois,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,,30.0
261,15719,46,M,Married,Employee,4,Post Graduate,Peoria-Illinois,Google Luggage Tag,Fun,2.0,4.5,6.0,,
262,15719,46,M,Married,Employee,4,Post Graduate,Peoria-Illinois,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,119.0,6.5,ELEC10,
263,15719,46,M,Married,Employee,4,Post Graduate,Peoria-Illinois,Nest Detect - USA,Nest,3.0,49.95,6.5,NE30,30.0
264,15719,46,M,Married,Employee,4,Post Graduate,Peoria-Illinois,Nest Tag - USA,Nest,2.0,20.39,6.5,,30.0
265,15719,46,M,Married,Employee,4,Post Graduate,Peoria-Illinois,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,,
266,15719,46,M,Married,Employee,4,Post Graduate,Peoria-Illinois,Satin Black Ballpoint Pen,Office,30.0,12.0,6.0,,10.0
267,15955,34,F,Single,Self Employed,2,Post Graduate,Tulsa-Oklahoma,Windup Android,Lifestyle,26.0,3.96,323.47,,10.0
268,16011,38,M,Single,Employee,4,Graduate,Des Moines-Iowa,Google Men's 100% Cotton Short Sleeve Hero Tee Red,Apparel,1.0,16.99,6.5,SALE10,
269,16011,38,M,Single,Employee,4,Graduate,Des Moines-Iowa,Nest Cam Indoor Security Camera - USA,Nest-USA,3.0,119.0,6.5,,10.0
270,16011,38,M,Single,Employee,4,Graduate,Des Moines-Iowa,Spiral Notebook and Pen Set,Office,1.0,5.99,6.5,,
271,14766,44,F,Single,Self Employed,4,Post Graduate,Tempe-Arizona,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,1.0,16.99,12.99,,10.0
272,13117,17,M,Single,Student,0,High School,Memphis-Tennessee,Nest Secure Alarm System Starter Pack - USA,Nest,1.0,349.0,6.0,,10.0
273,13117,17,M,Single,Student,0,High School,Memphis-Tennessee,Google Men's Long Sleeve Pullover Badge Tee Heather,Apparel,1.0,36.1,6.5,,10.0
274,13117,17,M,Single,Student,0,High School,Memphis-Tennessee,Google Men's 100% Cotton Short Sleeve Hero Tee Red,Apparel,2.0,17.53,6.5,,10.0
275,13117,17,M,Single,Student,0,High School,Memphis-Tennessee,Google 22 oz Water Bottle,Drinkware,1.0,2.99,6.0,,10.0
276,12567,32,F,Married,Employee,3,Graduate,Cheyenne-Wyoming,Nest Cam IQ - USA,Nest,1.0,202.84,12.99,,30.0
277,12567,32,F,Married,Employee,3,Graduate,Cheyenne-Wyoming,Google Women's Short Sleeve Badge Tee Grey,Apparel,3.0,3.47,6.5,SALE30,30.0
278,12567,32,F,Married,Employee,3,Graduate,Cheyenne-Wyoming,Google Infant Short Sleeve Tee Green,Apparel,1.0,3.47,6.5,SALE30,30.0
279,12567,32,F,Married,Employee,3,Graduate,Cheyenne-Wyoming,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,5.0,79.0,6.5,,20.0
280,12567,32,F,Married,Employee,3,Graduate,Cheyenne-Wyoming,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,119.0,6.5,ELEC30,30.0
281,12567,32,F,Married,Employee,3,Graduate,Cheyenne-Wyoming,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,121.3,12.99,,30.0
282,12567,32,F,Married,Employee,3,Graduate,Cheyenne-Wyoming,Google 22 oz Water Bottle,Drinkware,1.0,2.44,6.5,,30.0
283,12567,32,F,Married,Employee,3,Graduate,Cheyenne-Wyoming,Android Women's Long Sleeve Blended Cardigan Grey,Apparel,1.0,29.99,6.5,SALE20,
284,12567,32,F,Married,Employee,3,Graduate,Cheyenne-Wyoming,Google Thermal Bottle Blue,Drinkware,1.0,19.56,6.5,EXTRA30,
285,12567,32,F,Married,Employee,3,Graduate,Cheyenne-Wyoming,Google Snapback Hat Black,Headgear,3.0,22.99,6.5,HGEAR20,
286,12567,32,F,Married,Employee,3,Graduate,Cheyenne-Wyoming,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2.0,149.0,6.5,,
287,12567,32,F,Married,Employee,3,Graduate,Cheyenne-Wyoming,Google Men's Vintage Badge Tee White,Apparel,4.0,18.99,6.5,,20.0
288,12567,32,F,Married,Employee,3,Graduate,Cheyenne-Wyoming,Google Canvas Tote Natural/Navy,Bags,1.0,15.99,6.5,,30.0
289,12567,32,F,Married,Employee,3,Graduate,Cheyenne-Wyoming,Recycled Paper Journal Set,Office,5.0,3.19,6.5,OFF20,20.0
290,15589,52,M,Single,Self Employed,2,Post Graduate,Savannah-Georgia,Google Tee Green,Apparel,1.0,17.93,6.5,,30.0
291,14798,44,M,Single,Employee,1,Post Graduate,Springfield-Illinois,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2.0,151.88,6.5,,
292,15854,53,F,Single,Employee,3,Post Graduate,Fargo-North Dakota,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,5.0,4.33,6.0,SALE30,30.0
293,15854,53,F,Single,Employee,3,Post Graduate,Fargo-North Dakota,Google Men's  Zip Hoodie,Apparel,1.0,44.79,12.99,SALE20,20.0
294,15854,53,F,Single,Employee,3,Post Graduate,Fargo-North Dakota,Leatherette Journal,Office,2.0,8.79,12.99,OFF20,20.0
295,16274,16,F,Single,Student,0,High School,Savannah-Georgia,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,ELEC10,
296,16274,16,F,Single,Student,0,High School,Savannah-Georgia,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,ELEC10,
297,16274,16,F,Single,Student,0,High School,Savannah-Georgia,Leatherette Journal,Office,2.0,11.34,6.5,,10.0
298,16274,16,F,Single,Student,0,High School,Savannah-Georgia,Google Men's Long Sleeve Raglan Ocean Blue,Apparel,1.0,25.78,18.65,,10.0
299,16274,16,F,Single,Student,0,High School,Savannah-Georgia,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,122.77,6.5,,10.0
300,15384,39,M,Married,Employee,4,School,Boise-Idaho,Nest Cam Indoor Security Camera - USA,Nest-USA,2.0,119.0,12.99,ELEC30,
301,17293,15,M,Single,Student,0,High School,Reno-Nevada,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,151.88,6.5,,30.0
302,17293,15,M,Single,Student,0,High School,Reno-Nevada,Google Rucksack,Bags,1.0,55.99,6.0,AIO20,20.0
303,17293,15,M,Single,Student,0,High School,Reno-Nevada,Nest Thermostat E - USA,Nest,1.0,100.91,6.5,NE30,
304,17293,15,M,Single,Student,0,High School,Reno-Nevada,Google Women's Short Sleeve Badge Tee Grey,Apparel,1.0,3.47,6.5,,30.0
305,17293,15,M,Single,Student,0,High School,Reno-Nevada,Google Men's Short Sleeve Hero Tee Charcoal,Apparel,1.0,19.46884713375796,6.0,,
306,17214,35,M,Single,Employee,3,Graduate,Springfield-Illinois,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,2.0,149.0,6.0,ELEC30,30.0
307,17214,35,M,Single,Employee,3,Graduate,Springfield-Illinois,Four Color Retractable Pen,Office,9.0,3.05,6.0,,
308,12540,36,M,Single,Employee,2,Graduate,Sarasota-Florida,Google Women's Lightweight Microfleece Jacket,Apparel,1.0,41.99,6.0,,20.0
309,12540,36,M,Single,Employee,2,Graduate,Sarasota-Florida,Google Toddler Short Sleeve Tee White,Apparel,1.0,16.99,6.0,,
310,12540,36,M,Single,Employee,2,Graduate,Sarasota-Florida,Google Pet Feeding Mat,Lifestyle,1.0,1.68,12.99,EXTRA30,30.0
311,12540,36,M,Single,Employee,2,Graduate,Sarasota-Florida,Google Twill Cap,Apparel,1.0,10.99,6.0,SALE20,20.0
312,12540,36,M,Single,Employee,2,Graduate,Sarasota-Florida,Google Women's Scoop Neck Tee Black,Apparel,1.0,4.8,6.0,,20.0
313,12540,36,M,Single,Employee,2,Graduate,Sarasota-Florida,BLM Sweatshirt,Apparel,1.0,33.59,6.0,,20.0
314,14001,63,M,Single,Employee,1,Post Graduate,Memphis-Tennessee,Gift Card - $50.00,Gift Cards,2.0,51.58,0.0,GC10,
315,14001,63,M,Single,Employee,1,Post Graduate,Memphis-Tennessee,Compact Selfie Stick,Lifestyle,46.0,7.26,158.74,,10.0
316,15260,65,M,Single,Self Employed,1,Post Graduate,Memphis-Tennessee,Google Onesie Red,Apparel,1.0,24.75,6.5,,10.0
317,15260,65,M,Single,Self Employed,1,Post Graduate,Memphis-Tennessee,Insulated Bottle,Drinkware,2.0,18.15,18.47,EXTRA10,10.0
318,17147,56,M,Married,Self Employed,4,Graduate,Memphis-Tennessee,8 pc Android Sticker Sheet,Office,6.0,1.62,16.038608695652176,OFF30,30.0
319,18229,31,F,Single,Self Employed,3,Post Graduate,Tempe-Arizona,Nest Cam Indoor Security Camera - USA,Nest-USA,2.0,122.77,6.5,ELEC10,10.0
320,18229,31,F,Single,Self Employed,3,Post Graduate,Tempe-Arizona,YouTube Women's Fleece Hoodie Black,Apparel,1.0,55.99,6.5,SALE30,30.0
321,18229,31,F,Single,Self Employed,3,Post Graduate,Tempe-Arizona,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,1.0,16.99,6.0,SALE20,
322,16552,64,M,Single,Employee,2,Post Graduate,Des Moines-Iowa,Google Metallic Notebook Set,Office,2.0,4.94,6.5,OFF10,
323,15485,28,M,Single,Self Employed,3,Graduate,Memphis-Tennessee,Google Men's Long Sleeve Raglan Ocean Blue,Apparel,1.0,25.78,6.5,SALE10,
324,15485,28,M,Single,Self Employed,3,Graduate,Memphis-Tennessee,Google Women's Vintage Hero Tee Black,Apparel,1.0,5.7,6.0,,20.0
325,15485,28,M,Single,Self Employed,3,Graduate,Memphis-Tennessee,Google Youth Girl Hoodie,Apparel,1.0,36.31,6.5,SALE10,
326,15485,28,M,Single,Self Employed,3,Graduate,Memphis-Tennessee,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,,10.0
327,15485,28,M,Single,Self Employed,3,Graduate,Memphis-Tennessee,Google Men's Short Sleeve Performance Badge Tee Charcoal,Apparel,1.0,16.5,6.0,,20.0
328,16161,60,F,Married,Housewife,0,Post Graduate,Cheyenne-Wyoming,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,ELEC30,30.0
329,16161,60,F,Married,Housewife,0,Post Graduate,Cheyenne-Wyoming,Google Twill Cap,Apparel,1.0,11.2,6.0,SALE30,30.0
330,16161,60,F,Married,Housewife,0,Post Graduate,Cheyenne-Wyoming,Waze Mood Ninja Window Decal,Waze,1.0,1.59,6.5,WEMP20,20.0
331,16161,60,F,Married,Housewife,0,Post Graduate,Cheyenne-Wyoming,8 pc Android Sticker Sheet,Office,10.0,3.884635416666667,24.49,,
332,16161,60,F,Married,Housewife,0,Post Graduate,Cheyenne-Wyoming,Android Men's Take Charge Short Sleeve Tee Purple,Apparel,1.0,11.19,6.0,SALE30,30.0
333,16161,60,F,Married,Housewife,0,Post Graduate,Cheyenne-Wyoming,Android Rise 14 oz Mug,Drinkware,1.0,12.99,6.0,,20.0
334,16161,60,F,Married,Housewife,0,Post Graduate,Cheyenne-Wyoming,Google Sunglasses,Lifestyle,5.0,2.8,24.49,,30.0
335,16161,60,F,Married,Housewife,0,Post Graduate,Cheyenne-Wyoming,Google Toddler Short Sleeve Tee White,Apparel,1.0,13.59,6.0,,30.0
336,16161,60,F,Married,Housewife,0,Post Graduate,Cheyenne-Wyoming,Nest Cam Indoor Security Camera - USA,Nest-USA,2.0,121.3,6.5,ELEC30,
337,16161,60,F,Married,Housewife,0,Post Graduate,Cheyenne-Wyoming,Android BTTF Moonshot Graphic Tee,Apparel,1.0,19.99,6.5,,
338,12754,50,F,Single,Self Employed,4,Graduate,Tulsa-Oklahoma,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,121.3,12.99,,
339,16042,65,M,Single,Employee,2,Post Graduate,Fargo-North Dakota,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,,10.0
340,13199,22,M,Single,Student,0,Graduate,Chicago-Illinois,Android Twill Cap,Apparel,1.0,10.99,6.0,,30.0
341,17581,62,M,Single,Self Employed,2,Graduate,Orlando-Florida,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,149.0,6.0,ELEC20,
342,17581,62,M,Single,Self Employed,2,Graduate,Orlando-Florida,Google Tri-blend Hoodie Grey,Apparel,2.0,41.26,6.5,SALE10,10.0
343,17581,62,M,Single,Self Employed,2,Graduate,Orlando-Florida,Google Women's Vintage Hero Tee Black,Apparel,1.0,4.56,6.0,SALE20,20.0
344,17581,62,M,Single,Self Employed,2,Graduate,Orlando-Florida,Google Men's  Zip Hoodie,Apparel,1.0,57.76,50.0,SALE10,10.0
345,17581,62,M,Single,Self Employed,2,Graduate,Orlando-Florida,Google Women's Short Sleeve Badge Tee Grey,Apparel,1.0,4.08,6.0,,20.0
346,17975,59,F,Married,Employee,1,Post Graduate,Spokane-Washington,Maze Pen,Office,2.0,1.01,6.0,,30.0
347,17975,59,F,Married,Employee,1,Post Graduate,Spokane-Washington,Android Matrix Tee White,Apparel,1.0,17.93,6.5,SALE30,
348,17975,59,F,Married,Employee,1,Post Graduate,Spokane-Washington,Badge Holder,Office,1.0,1.99,6.0,,
349,17975,59,F,Married,Employee,1,Post Graduate,Spokane-Washington,Switch Tone Color Crayon Pen,Office,1.0,1.99,6.5,OFF30,30.0
350,14606,32,F,Single,Employee,4,Graduate,Boise-Idaho,Google 17oz Stainless Steel Sport Bottle,Drinkware,1.0,16.79,6.0,EXTRA30,30.0
351,14606,32,F,Single,Employee,4,Graduate,Boise-Idaho,Nest Cam Outdoor Security Camera - USA,Nest-USA,4.0,119.0,6.5,ELEC30,30.0
352,14606,32,F,Single,Employee,4,Graduate,Boise-Idaho,Nest Learning Thermostat 3rd Gen-USA - Copper,Nest-USA,1.0,149.0,6.0,,30.0
353,14606,32,F,Single,Employee,4,Graduate,Boise-Idaho,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,,20.0
354,14606,32,F,Single,Employee,4,Graduate,Boise-Idaho,Nest Cam IQ - USA,Nest,2.0,199.0,19.99,,
355,14606,32,F,Single,Employee,4,Graduate,Boise-Idaho,Google 5-Panel Snapback Cap,Headgear,3.0,10.63,12.91,HGEAR10,10.0
356,14606,32,F,Single,Employee,4,Graduate,Boise-Idaho,Google Youth Short Sleeve Tee Red,Apparel,2.0,3.87,12.48,,30.0
357,14606,32,F,Single,Employee,4,Graduate,Boise-Idaho,YouTube Youth Short Sleeve Tee Red,Apparel,1.0,15.19,6.5,,30.0
358,14606,32,F,Single,Employee,4,Graduate,Boise-Idaho,Google Women's Short Sleeve Hero Tee Heather,Apparel,1.0,15.19,20.85,,10.0
